municipio_distrito;fecha_informe;casos_confirmados_activos_ultimos_14dias;tasa_incidencia_acumulada_activos_ultimos_14dias;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Villanueva de la Cañada;2020/09/29 11:15:00;17;79,27;93;433,67;409;1907,2;1760
Villanueva del Pardillo;2020/09/29 11:15:00;8;46,57;90;523,86;378;2200,23;1776
Nuevo Baztán;2020/09/29 11:15:00;9;143,4;27;430,21;167;2660,93;1006
Villamantilla;2020/09/29 11:15:00;;69,4;5;346,98;18;1249,13;1757
Villamanta;2020/09/29 11:15:00;;156,56;23;900,2;60;2348,34;1744
Cabanillas de la Sierra;2020/09/29 11:15:00;;264,55;;529,1;29;3835,98;297
Cenicientos;2020/09/29 11:15:00;;98,38;17;836,2;77;3787,51;376
Puentes Viejas;2020/09/29 11:15:00;;147,28;5;736,38;12;1767,3;9020
Aranjuez;2020/09/29 11:15:00;124;208,03;426;714,68;1759;2951;133
Cercedilla;2020/09/29 11:15:00;;42,7;18;256,19;209;2974,67;382
Santorcaz;2020/09/29 11:15:00;;0;;225,73;15;1693;1369
Coslada;2020/09/29 11:15:00;162;198,38;736;901,29;2848;3487,59;493
Morata de Tajuña;2020/09/29 11:15:00;15;195,24;59;767,93;318;4139,01;915
Navarredonda y San Mamés;2020/09/29 11:15:00;;0;;0;;2325,58;973
Venturada;2020/09/29 11:15:00;;46,23;15;693,48;60;2773,93;1697
Navacerrada;2020/09/29 11:15:00;;67,29;10;336,47;61;2052,49;936
Montejo de la Sierra;2020/09/29 11:15:00;;0;;849,86;11;3116,15;881
Fresno de Torote;2020/09/29 11:15:00;;45,02;;135,07;43;1936,06;571
Pinilla del Valle;2020/09/29 11:15:00;;0;;0;;523,56;1126
Valdemaqueda;2020/09/29 11:15:00;;256,08;5;640,2;15;1920,61;1599
Navas del Rey;2020/09/29 11:15:00;;68,54;14;479,78;117;4009,6;992
Olmeda de las Fuentes;2020/09/29 11:15:00;;287,36;;862,07;9;2586,21;1013
Bustarviejo;2020/09/29 11:15:00;;39,95;;119,86;22;878,95;284
Becerril de la Sierra;2020/09/29 11:15:00;;52,5;16;280,01;101;1767,59;186
Fuenlabrada;2020/09/29 11:15:00;560;289,11;2258;1165,72;7703;3976,77;587
Garganta de los Montes;2020/09/29 11:15:00;;0;;576,37;;1152,74;626
Pinto;2020/09/29 11:15:00;53;100,9;314;597,8;1215;2313,14;1132
Alameda del Valle;2020/09/29 11:15:00;;0;;500;;500;35
Berzosa del Lozoya;2020/09/29 11:15:00;;0;;487,8;8;3902,44;203
Los Santos de la Humosa;2020/09/29 11:15:00;;38,61;12;463,32;60;2316,6;1375
El Álamo;2020/09/29 11:15:00;5;52,8;46;485,74;275;2903,91;40
Pelayos de la Presa;2020/09/29 11:15:00;;77,04;7;269,65;71;2734,98;1090
Galapagar;2020/09/29 11:15:00;39;115,58;221;654,97;999;2960,7;611
Griñón;2020/09/29 11:15:00;11;106,6;97;940,01;413;4002,33;663
Gargantilla del Lozoya y Pinilla de Buitrago;2020/09/29 11:15:00;;316,46;;316,46;5;1582,28;632
Aldea del Fresno;2020/09/29 11:15:00;;70,47;26;916,14;105;3699,79;88
Carabaña;2020/09/29 11:15:00;;199;10;497,51;50;2487,56;357
Talamanca de Jarama;2020/09/29 11:15:00;;0;19;492,61;128;3318,64;1454
Chapinería;2020/09/29 11:15:00;;85,91;17;730,24;41;1761,17;513
Ciempozuelos;2020/09/29 11:15:00;21;85,39;115;467,63;675;2744,8;409
Ajalvir;2020/09/29 11:15:00;;42,44;11;233,45;87;1846,35;29
San Lorenzo de El Escorial;2020/09/29 11:15:00;;10,89;64;348,41;388;2112,25;1317
Gascones;2020/09/29 11:15:00;;0;;0;;1036,27;647
San Martín de la Vega;2020/09/29 11:15:00;22;114,76;91;474,7;492;2566,51;1322
Móstoles;2020/09/29 11:15:00;225;107,56;1316;629,11;6802;3251,68;920
Leganés;2020/09/29 11:15:00;319;168,02;1376;724,74;7186;3784,87;745
Braojos;2020/09/29 11:15:00;;487,8;5;2439,02;8;3902,44;246
Cubas de la Sagra;2020/09/29 11:15:00;13;202,71;73;1138,31;232;3617,65;506
Algete;2020/09/29 11:15:00;10;48,52;180;873,32;667;3236,14;91
Mejorada del Campo;2020/09/29 11:15:00;36;154,68;124;532,78;662;2844,38;843
Loeches;2020/09/29 11:15:00;7;79,63;61;693,89;215;2445,68;758
Parla;2020/09/29 11:15:00;151;116,04;1504;1155,82;5797;4454,98;1065
Fuentidueña de Tajo;2020/09/29 11:15:00;;146,13;31;1509,99;81;3945,45;604
Ambite;2020/09/29 11:15:00;;0;;675,68;23;3885,14;112
Torremocha de Jarama;2020/09/29 11:15:00;;98,14;5;490,68;24;2355,25;1533
Anchuelo;2020/09/29 11:15:00;;78,68;6;472,07;22;1730,92;127
Los Molinos;2020/09/29 11:15:00;;22,78;28;637,96;144;3280,93;875
Soto del Real;2020/09/29 11:15:00;;45,46;24;272,76;156;1772,93;1441
Valverde de Alcalá;2020/09/29 11:15:00;;0;;215,05;10;2150,54;1662
Fuente el Saz de Jarama;2020/09/29 11:15:00;;44,8;31;462,96;259;3867,98;590
Horcajo de la Sierra-Aoslos;2020/09/29 11:15:00;;0;;689,66;5;3448,28;702
Valdeolmos-Alalpardo;2020/09/29 11:15:00;;96,71;32;773,69;88;2127,66;1625
Campo Real;2020/09/29 11:15:00;12;193,24;47;756,84;209;3365,54;339
Valdeavero;2020/09/29 11:15:00;;0;;64,35;16;1029,6;1564
Villamanrique de Tajo;2020/09/29 11:15:00;;0;;142,25;7;995,73;1739
Cobeña;2020/09/29 11:15:00;12;161,55;77;1036,62;247;3325,26;416
Fresnedillas de la Oliva;2020/09/29 11:15:00;;63,61;5;318,07;32;2035,62;565
Valdilecha;2020/09/29 11:15:00;11;375,04;22;750,09;109;3716,33;1659
El Berrueco;2020/09/29 11:15:00;;394,74;11;1447,37;32;4210,53;210
Pezuela de las Torres;2020/09/29 11:15:00;;237,53;6;712,59;10;1187,65;1111
Villar del Olmo;2020/09/29 11:15:00;;149,18;21;1044,26;50;2486,33;1795
Guadarrama;2020/09/29 11:15:00;23;143,46;66;411,68;408;2544,91;685
San Martín de Valdeiglesias;2020/09/29 11:15:00;5;59,11;38;449,23;269;3180,04;1338
Torrelodones;2020/09/29 11:15:00;10;42,16;81;341,53;628;2647,89;1527
Boadilla del Monte;2020/09/29 11:15:00;39;71,47;186;340,85;994;1821,51;225
Torrejón de Velasco;2020/09/29 11:15:00;;91,28;37;844,36;131;2989,5;1505
Villanueva de Perales;2020/09/29 11:15:00;;0;;63,98;9;575,82;1782
Tielmes;2020/09/29 11:15:00;5;188,68;21;792,45;131;4943,4;1467
San Sebastián de los Reyes;2020/09/29 11:15:00;99;110,89;716;802,01;3077;3446,61;1343
Guadalix de la Sierra;2020/09/29 11:15:00;7;112,65;50;804,63;151;2430;679
Humanes de Madrid;2020/09/29 11:15:00;54;273,51;281;1423,29;865;4381,3;730
Chinchón;2020/09/29 11:15:00;;37,52;16;300,13;114;2138,44;528
Cadalso de los Vidrios;2020/09/29 11:15:00;;98,72;15;493,58;45;1480,75;318
Hoyo de Manzanares;2020/09/29 11:15:00;6;71,14;23;272,71;125;1482,1;724
Torrejón de la Calzada;2020/09/29 11:15:00;6;67,63;84;946,8;273;3077,1;1492
Estremera;2020/09/29 11:15:00;;79,37;8;634,92;28;2222,22;552
Corpa;2020/09/29 11:15:00;;140,25;5;701,26;15;2103,79;480
Meco;2020/09/29 11:15:00;16;111,85;56;391,47;343;2397,76;838
Zarzalejo;2020/09/29 11:15:00;;0;;60,31;55;3317,25;1837
Arganda del Rey;2020/09/29 11:15:00;151;272,62;455;821,46;1555;2807,42;148
Collado Mediano;2020/09/29 11:15:00;;43,12;26;373,67;107;1537,8;468
Daganzo de Arriba;2020/09/29 11:15:00;5;49;44;431,16;180;1763,84;534
Manzanares El Real;2020/09/29 11:15:00;7;79,19;48;542,99;179;2024,89;822
Buitrago del Lozoya;2020/09/29 11:15:00;;53,08;10;530,79;62;3290,87;278
Valdelaguna;2020/09/29 11:15:00;;0;;213,45;11;1173,96;1570
Valdepiélagos;2020/09/29 11:15:00;;0;5;856,16;11;1883,56;1631
Casarrubuelos;2020/09/29 11:15:00;;79,41;44;1164,64;123;3255,69;360
Miraflores de la Sierra;2020/09/29 11:15:00;;65,49;30;491,16;112;1833,66;856
Paracuellos de Jarama;2020/09/29 11:15:00;11;43,53;115;455,1;517;2045,99;1049
El Vellón;2020/09/29 11:15:00;;153,22;16;817,16;67;3421,86;1684
Lozoya;2020/09/29 11:15:00;;172,12;;688,47;5;860,59;761
Collado Villalba;2020/09/29 11:15:00;60;94,22;499;783,62;1957;3073,23;474
Colmenarejo;2020/09/29 11:15:00;5;54,76;35;383,35;162;1774,37;442
Villavieja del Lozoya;2020/09/29 11:15:00;;0;;0;;1185,77;1821
Prádena del Rincón;2020/09/29 11:15:00;;0;;0;;854,7;1179
La Cabrera;2020/09/29 11:15:00;;149,98;24;899,89;76;2849,64;301
Sevilla la Nueva;2020/09/29 11:15:00;;10,73;30;321,96;272;2919,08;1415
Redueña;2020/09/29 11:15:00;;0;;0;6;2307,69;1219
Robledillo de la Jara;2020/09/29 11:15:00;;0;;0;;1250;1245
La Serna del Monte;2020/09/29 11:15:00;;0;;0;;2469,14;1381
Colmenar de Oreja;2020/09/29 11:15:00;8;99,6;39;485,56;137;1705,68;437
Rozas de Puerto Real;2020/09/29 11:15:00;;377,36;9;1698,11;17;3207,55;1283
Valdemanco;2020/09/29 11:15:00;;109,41;;437,64;15;1641,14;1586
Brunete;2020/09/29 11:15:00;13;121,09;45;419,15;237;2207,53;262
Titulcia;2020/09/29 11:15:00;;0;;76,16;16;1218,58;1473
Villa del Prado;2020/09/29 11:15:00;8;122,7;99;1518,4;416;6380,37;1718
Lozoyuela-Navas-Sieteiglesias;2020/09/29 11:15:00;;76,98;6;461,89;22;1693,61;9015
Quijorna;2020/09/29 11:15:00;;29,08;15;436,17;73;2122,71;1198
Valdemoro;2020/09/29 11:15:00;71;93,44;284;373,77;1790;2355,79;1610
Tres Cantos;2020/09/29 11:15:00;30;62,86;172;360,42;943;1976,03;9036
Torrelaguna;2020/09/29 11:15:00;;84,03;63;1323,53;178;3739,5;1512
Rivas-Vaciamadrid;2020/09/29 11:15:00;136;154,28;537;609,19;2310;2620,53;1230
El Atazar;2020/09/29 11:15:00;;1123,6;;1123,6;;1123,6;164
Pedrezuela;2020/09/29 11:15:00;;16,97;33;560,08;123;2087,58;1087
Santa María de la Alameda;2020/09/29 11:15:00;;0;6;478,47;22;1754,39;1356
Arroyomolinos;2020/09/29 11:15:00;13;41,41;134;426,81;589;1876,04;151
Moralzarzal;2020/09/29 11:15:00;9;69,09;60;460,62;243;1865,5;908
Canencia;2020/09/29 11:15:00;;223,71;8;1789,71;15;3355,7;344
Villarejo de Salvanés;2020/09/29 11:15:00;17;231,77;51;695,3;183;2494,89;1809
Serranillos del Valle;2020/09/29 11:15:00;;48,02;28;672,27;136;3265,31;1408
Villaviciosa de Odón;2020/09/29 11:15:00;20;71,85;96;344,89;548;1968,74;1816
Camarma de Esteruelas;2020/09/29 11:15:00;;54,53;16;218,1;106;1444,93;323
Robledo de Chavela;2020/09/29 11:15:00;;0;7;163,93;60;1405,15;1258
Patones;2020/09/29 11:15:00;;0;;369,69;26;4805,91;1071
Navalagamella;2020/09/29 11:15:00;6;229,89;35;1341;68;2605,36;954
Rascafría;2020/09/29 11:15:00;;120,19;5;300,48;34;2043,27;1202
El Boalo;2020/09/29 11:15:00;7;93,23;61;812,47;147;1957,91;231
Majadahonda;2020/09/29 11:15:00;65;90,5;366;509,56;2005;2791,47;800
Batres;2020/09/29 11:15:00;;118,76;12;712,59;27;1603,33;170
Alcobendas;2020/09/29 11:15:00;113;96,55;1146;979,15;5131;4383,97;66
Alcalá de Henares;2020/09/29 11:15:00;284;145,16;1027;524,92;5612;2868,4;53
Colmenar Viejo;2020/09/29 11:15:00;87;171,42;365;719,18;1455;2866,88;455
San Fernando de Henares;2020/09/29 11:15:00;66;167,38;337;854,64;1262;3200,45;1300
Villalbilla;2020/09/29 11:15:00;13;93,67;50;360,28;245;1765,38;1723
El Escorial;2020/09/29 11:15:00;9;55,69;53;327,93;349;2159,39;549
Colmenar del Arroyo;2020/09/29 11:15:00;;57,97;11;637,68;84;4869,57;421
Torrejón de Ardoz;2020/09/29 11:15:00;168;127,88;1045;795,43;4831;3677,23;1489
Piñuécar-Gandullas;2020/09/29 11:15:00;;0;;0;;1621,62;1147
Brea de Tajo;2020/09/29 11:15:00;;0;5;954,2;23;4389,31;259
El Molar;2020/09/29 11:15:00;;33,56;56;626,54;185;2069,81;869
Belmonte de Tajo;2020/09/29 11:15:00;;60,1;5;300,48;23;1382,21;199
Torres de la Alameda;2020/09/29 11:15:00;11;141,41;54;694,18;229;2943,82;1548
Somosierra;2020/09/29 11:15:00;;0;;0;;2325,58;1436
Alpedrete;2020/09/29 11:15:00;11;75,47;70;480,27;339;2325,9;105
Orusco de Tajuña;2020/09/29 11:15:00;;80,39;14;1125,4;46;3697,75;1028
La Hiruela;2020/09/29 11:15:00;;0;;0;;3508,77;698
Cervera de Buitrago;2020/09/29 11:15:00;;0;;1333,33;5;3333,33;395
Getafe;2020/09/29 11:15:00;272;148,33;1418;773,28;5936;3237,1;650
Ribatejada;2020/09/29 11:15:00;;0;;255,43;15;1915,71;1224
Villaconejos;2020/09/29 11:15:00;8;236,13;40;1180,64;84;2479,34;1701
Valdetorres de Jarama;2020/09/29 11:15:00;;44,47;25;555,93;75;1667,78;1646
Robregordo;2020/09/29 11:15:00;;0;;0;;0;
Madarcos;2020/09/29 11:15:00;;0;;0;;0;
La Acebeda;2020/09/29 11:15:00;;0;;0;;0;
Horcajuelo de la Sierra;2020/09/29 11:15:00;;0;;0;;0;
Pozuelo de Alarcón;2020/09/29 11:15:00;89;102,98;442;511,44;2255;2609,29;1150
Madrid-Retiro;2020/09/22 09:42:00;325;272,38;723;605,95;3525;2954,31;79603
Madrid-Salamanca;2020/09/22 09:42:00;516;353,17;1097;750,84;4209;2880,82;79604
Madrid-Centro;2020/09/22 09:42:00;462;342,61;1044;774,21;4283;3176,17;79601
Madrid-Arganzuela;2020/09/22 09:42:00;498;323,79;1012;657,98;4759;3094,22;79602
Madrid-Chamartín;2020/09/22 09:42:00;351;240,66;882;604,74;4065;2787,13;79605
Madrid-Tetuán;2020/09/22 09:42:00;428;270,85;1216;769,51;5299;3353,31;79606
Madrid-Chamberí;2020/09/22 09:42:00;212;152,1;625;448,42;3428;2459,48;79607
Madrid-Fuencarral-El Pardo;2020/09/22 09:42:00;567;230,54;1395;567,21;6623;2692,94;79608
Madrid-Moncloa-Aravaca;2020/09/22 09:42:00;243;203,49;602;504,11;3311;2772,59;79609
Madrid-Latina;2020/09/22 09:42:00;613;257,33;1522;638,91;7300;3064,42;79610
Madrid-Carabanchel;2020/09/22 09:42:00;1182;467,01;2496;986,18;10356;4091,68;79611
Madrid-Usera;2020/09/22 09:42:00;740;529,55;1616;1156,43;6668;4771,68;79612
Madrid-Puente de Vallecas;2020/09/22 09:42:00;1162;494,77;2988;1272,26;12628;5376,89;79613
Madrid-San Blas - Canillejas;2020/09/22 09:42:00;573;362,33;1420;897,93;4993;3157,29;79620
Madrid-Barajas;2020/09/22 09:42:00;118;241,09;369;753,91;1330;2717,34;79621
Madrid-Moratalaz;2020/09/22 09:42:00;287;303,48;653;690,49;3315;3505,34;79614
Madrid-Ciudad Lineal;2020/09/22 09:42:00;860;397,63;2112;976,49;7702;3561,06;79615
Madrid-Hortaleza;2020/09/22 09:42:00;392;208,3;962;511,19;4701;2498,05;79616
Madrid-Villaverde;2020/09/22 09:42:00;705;473,33;1679;1127,25;6647;4462,69;79617
Madrid-Villa de Vallecas;2020/09/22 09:42:00;219;198,43;727;658,72;3746;3394,19;79618
Madrid-Vicálvaro;2020/09/22 09:42:00;265;367,59;590;818,41;2395;3322,19;79619
Alcorcón;2020/09/22 09:42:00;498;292,06;1221;716,07;5053;2963,39;72
Navalcarnero;2020/09/22 09:42:00;45;153,59;154;525,63;541;1846,54;967
San Agustín del Guadalix;2020/09/22 09:42:00;19;142,01;87;650,27;326;2436,65;1296
Las Rozas de Madrid;2020/09/22 09:42:00;130;135,68;348;363,2;1828;1907,86;1277
Moraleja de Enmedio;2020/09/22 09:42:00;17;331;50;973,52;141;2745,33;894
Valdaracete;2020/09/22 09:42:00;;0;;328,41;24;3940,89;1551
Pozuelo del Rey;2020/09/22 09:42:00;;0;;174,37;9;784,66;1163
Puebla de la Sierra;2020/09/22 09:42:00;;0;;1538,46;;1538,46;1185
Perales de Tajuña;2020/09/22 09:42:00;9;306,64;22;749,57;91;3100,51;1104
Valdemorillo;2020/09/22 09:42:00;10;79,88;38;303,56;209;1669,6;1603
Navalafuente;2020/09/22 09:42:00;;207,04;10;690,13;38;2622,5;941
Velilla de San Antonio;2020/09/22 09:42:00;26;212,49;58;474,01;288;2353,71;1678
Villanueva de la Cañada;2020/09/22 09:42:00;22;102,59;56;261,13;352;1641,41;1760
Villanueva del Pardillo;2020/09/22 09:42:00;17;98,95;71;413,27;327;1903,38;1776
Nuevo Baztán;2020/09/22 09:42:00;8;127,47;21;334,61;144;2294,46;1006
Villamantilla;2020/09/22 09:42:00;;138,79;;208,19;15;1040,94;1757
Villamanta;2020/09/22 09:42:00;;78,28;13;508,81;46;1800,39;1744
Cabanillas de la Sierra;2020/09/22 09:42:00;;529,1;5;661,38;27;3571,43;297
Cenicientos;2020/09/22 09:42:00;;98,38;6;295,13;65;3197,25;376
Puentes Viejas;2020/09/22 09:42:00;;294,55;;589,1;8;1178,2;9020
Aranjuez;2020/09/22 09:42:00;170;285,2;395;662,67;1440;2415,82;133
Cercedilla;2020/09/22 09:42:00;5;71,16;9;128,1;191;2718,47;382
Santorcaz;2020/09/22 09:42:00;;112,87;;338,6;12;1354,4;1369
Coslada;2020/09/22 09:42:00;218;266,96;548;671,07;2318;2838,56;493
Morata de Tajuña;2020/09/22 09:42:00;15;195,24;34;442,54;263;3423,14;915
Navarredonda y San Mamés;2020/09/22 09:42:00;;0;;0;;2325,58;973
Venturada;2020/09/22 09:42:00;;46,23;26;1202,03;50;2311,6;1697
Navacerrada;2020/09/22 09:42:00;6;201,88;18;605,65;57;1917,9;936
Montejo de la Sierra;2020/09/22 09:42:00;;283,29;;849,86;10;2832,86;881
Fresno de Torote;2020/09/22 09:42:00;;135,07;6;270,15;42;1891,04;571
Pinilla del Valle;2020/09/22 09:42:00;;0;;0;;523,56;1126
Valdemaqueda;2020/09/22 09:42:00;;256,08;;512,16;13;1664,53;1599
Navas del Rey;2020/09/22 09:42:00;5;171,35;10;342,7;106;3632,63;992
Olmeda de las Fuentes;2020/09/22 09:42:00;;287,36;;574,71;8;2298,85;1013
Bustarviejo;2020/09/22 09:42:00;;79,9;;159,81;20;799,04;284
Becerril de la Sierra;2020/09/22 09:42:00;5;87,5;18;315,02;91;1592,58;186
Fuenlabrada;2020/09/22 09:42:00;743;383,58;1876;968,51;6651;3433,66;587
Garganta de los Montes;2020/09/22 09:42:00;;0;;288,18;;576,37;626
Pinto;2020/09/22 09:42:00;106;201,8;271;515,93;1016;1934,28;1132
Berzosa del Lozoya;2020/09/22 09:42:00;;487,8;;975,61;7;3414,63;203
Los Santos de la Humosa;2020/09/22 09:42:00;;77,22;8;308,88;53;2046,33;1375
El Álamo;2020/09/22 09:42:00;18;190,07;48;506,86;242;2555,44;40
Pelayos de la Presa;2020/09/22 09:42:00;;38,52;7;269,65;69;2657,94;1090
Galapagar;2020/09/22 09:42:00;60;177,82;261;773,52;909;2693,97;611
Griñón;2020/09/22 09:42:00;26;251,96;85;823,72;350;3391,8;663
Gargantilla del Lozoya y Pinilla de Buitrago;2020/09/22 09:42:00;;316,46;;316,46;5;1582,28;632
Aldea del Fresno;2020/09/22 09:42:00;5;176,18;15;528,54;86;3030,3;88
Carabaña;2020/09/22 09:42:00;7;348,26;11;547,26;43;2139,3;357
Talamanca de Jarama;2020/09/22 09:42:00;;25,93;10;259,27;111;2877,88;1454
Chapinería;2020/09/22 09:42:00;5;214,78;17;730,24;36;1546,39;513
Ciempozuelos;2020/09/22 09:42:00;40;162,65;103;418,84;592;2407,29;409
Ajalvir;2020/09/22 09:42:00;7;148,56;21;445,67;81;1719,02;29
San Lorenzo de El Escorial;2020/09/22 09:42:00;13;70,77;81;440,96;351;1910,83;1317
Gascones;2020/09/22 09:42:00;;0;;0;;518,13;647
San Martín de la Vega;2020/09/22 09:42:00;34;177,36;81;422,54;434;2263,95;1322
Móstoles;2020/09/22 09:42:00;382;182,61;1260;602,34;6112;2921,83;920
Leganés;2020/09/22 09:42:00;523;275,46;1171;616,77;6356;3347,71;745
Braojos;2020/09/22 09:42:00;;487,8;;1951,22;6;2926,83;246
Cubas de la Sagra;2020/09/22 09:42:00;17;265,09;51;795,26;183;2853,58;506
Algete;2020/09/22 09:42:00;36;174,66;102;494,88;510;2474,41;91
Mejorada del Campo;2020/09/22 09:42:00;54;232,02;125;537,08;576;2474,86;843
Loeches;2020/09/22 09:42:00;11;125,13;44;500,51;166;1888,29;758
Parla;2020/09/22 09:42:00;325;249,76;1113;855,34;4669;3588,12;1065
Fuentidueña de Tajo;2020/09/22 09:42:00;6;292,26;13;633,22;50;2435,46;604
Ambite;2020/09/22 09:42:00;;168,92;;506,76;20;3378,38;112
Torremocha de Jarama;2020/09/22 09:42:00;;0;;98,14;20;1962,71;1533
Anchuelo;2020/09/22 09:42:00;;78,68;;314,71;19;1494,89;127
Los Molinos;2020/09/22 09:42:00;8;182,27;21;478,47;115;2620,19;875
Soto del Real;2020/09/22 09:42:00;7;79,55;25;284,12;145;1647,91;1441
Valverde de Alcalá;2020/09/22 09:42:00;;0;;0;9;1935,48;1662
Fuente el Saz de Jarama;2020/09/22 09:42:00;7;104,54;25;373,36;238;3554,36;590
Horcajo de la Sierra-Aoslos;2020/09/22 09:42:00;;0;;0;;2758,62;702
Valdeolmos-Alalpardo;2020/09/22 09:42:00;7;169,25;15;362,67;60;1450,68;1625
Campo Real;2020/09/22 09:42:00;21;338,16;57;917,87;175;2818,04;339
Valdeavero;2020/09/22 09:42:00;;64,35;;128,7;16;1029,6;1564
Villamanrique de Tajo;2020/09/22 09:42:00;;0;;0;6;853,49;1739
Cobeña;2020/09/22 09:42:00;15;201,94;28;376,95;184;2477,11;416
Fresnedillas de la Oliva;2020/09/22 09:42:00;;63,61;;190,84;28;1781,17;565
Valdilecha;2020/09/22 09:42:00;9;306,85;17;579,61;95;3239;1659
El Berrueco;2020/09/22 09:42:00;;526,32;10;1315,79;25;3289,47;210
Pezuela de las Torres;2020/09/22 09:42:00;;237,53;;237,53;;475,06;1111
Villar del Olmo;2020/09/22 09:42:00;;49,73;12;596,72;33;1640,97;1795
Guadarrama;2020/09/22 09:42:00;26;162,18;65;405,44;374;2332,83;685
San Martín de Valdeiglesias;2020/09/22 09:42:00;11;130,04;55;650,2;252;2979,08;1338
Torrelodones;2020/09/22 09:42:00;20;84,33;77;324,66;577;2432,85;1527
Boadilla del Monte;2020/09/22 09:42:00;63;115,45;176;322,52;893;1636,43;225
Torrejón de Velasco;2020/09/22 09:42:00;5;114,1;21;479,23;100;2282,06;1505
Villanueva de Perales;2020/09/22 09:42:00;;0;;127,96;8;511,84;1782
Tielmes;2020/09/22 09:42:00;6;226,42;10;377,36;111;4188,68;1467
San Sebastián de los Reyes;2020/09/22 09:42:00;156;174,74;633;709,04;2626;2941,44;1343
Guadalix de la Sierra;2020/09/22 09:42:00;15;241,39;52;836,82;130;2092,05;679
Humanes de Madrid;2020/09/22 09:42:00;101;511,57;293;1484,07;760;3849,47;730
Chinchón;2020/09/22 09:42:00;;56,27;10;187,58;101;1894,58;528
Cadalso de los Vidrios;2020/09/22 09:42:00;;131,62;8;263,24;34;1118,79;318
Hoyo de Manzanares;2020/09/22 09:42:00;7;83;19;225,28;111;1316,1;724
Torrejón de la Calzada;2020/09/22 09:42:00;15;169,07;61;687,56;216;2434,63;1492
Estremera;2020/09/22 09:42:00;;79,37;;238,1;20;1587,3;552
Corpa;2020/09/22 09:42:00;;140,25;;420,76;11;1542,78;480
Meco;2020/09/22 09:42:00;30;209,72;77;538,27;319;2229,99;838
Zarzalejo;2020/09/22 09:42:00;;0;;120,63;55;3317,25;1837
Arganda del Rey;2020/09/22 09:42:00;166;299,7;288;519,96;1214;2191,77;148
Collado Mediano;2020/09/22 09:42:00;5;71,86;12;172,46;85;1221,62;468
Daganzo de Arriba;2020/09/22 09:42:00;8;78,39;29;284,17;154;1509,06;534
Manzanares El Real;2020/09/22 09:42:00;11;124,43;45;509,05;151;1708,14;822
Buitrago del Lozoya;2020/09/22 09:42:00;;53,08;6;318,47;54;2866,24;278
Valdelaguna;2020/09/22 09:42:00;;106,72;;106,72;9;960,51;1570
Valdepiélagos;2020/09/22 09:42:00;;0;;171,23;6;1027,4;1631
Casarrubuelos;2020/09/22 09:42:00;6;158,81;20;529,38;87;2302,81;360
Miraflores de la Sierra;2020/09/22 09:42:00;10;163,72;28;458,42;98;1604,45;856
Paracuellos de Jarama;2020/09/22 09:42:00;39;154,34;112;443,23;444;1757,09;1049
El Vellón;2020/09/22 09:42:00;6;306,44;19;970,38;52;2655,77;1684
Lozoya;2020/09/22 09:42:00;;172,12;;172,12;;344,23;761
Collado Villalba;2020/09/22 09:42:00;147;230,85;440;690,97;1625;2551,86;474
Colmenarejo;2020/09/22 09:42:00;11;120,48;36;394,3;144;1577,22;442
Villavieja del Lozoya;2020/09/22 09:42:00;;0;;0;;1185,77;1821
Prádena del Rincón;2020/09/22 09:42:00;;0;;854,7;;854,7;1179
La Cabrera;2020/09/22 09:42:00;7;262,47;15;562,43;55;2062,24;301
Sevilla la Nueva;2020/09/22 09:42:00;;32,2;37;397,08;258;2768,83;1415
Redueña;2020/09/22 09:42:00;;0;;0;6;2307,69;1219
Robledillo de la Jara;2020/09/22 09:42:00;;0;;0;;1250;1245
La Serna del Monte;2020/09/22 09:42:00;;0;;0;;2469,14;1381
Colmenar de Oreja;2020/09/22 09:42:00;5;62,25;19;236,55;106;1319,72;437
Rozas de Puerto Real;2020/09/22 09:42:00;;188,68;8;1509,43;16;3018,87;1283
Valdemanco;2020/09/22 09:42:00;;218,82;;437,64;11;1203,5;1586
Brunete;2020/09/22 09:42:00;16;149,03;40;372,58;216;2011,92;262
Titulcia;2020/09/22 09:42:00;;0;;76,16;15;1142,42;1473
Villa del Prado;2020/09/22 09:42:00;21;322,09;84;1288,34;372;5705,52;1718
Lozoyuela-Navas-Sieteiglesias;2020/09/22 09:42:00;;153,96;5;384,91;19;1462,66;9015
Quijorna;2020/09/22 09:42:00;;29,08;10;290,78;64;1861,01;1198
Valdemoro;2020/09/22 09:42:00;124;163,19;296;389,56;1649;2170,22;1610
Tres Cantos;2020/09/22 09:42:00;60;125,73;159;333,18;846;1772,77;9036
Torrelaguna;2020/09/22 09:42:00;11;231,09;32;672,27;125;2626,05;1512
Rivas-Vaciamadrid;2020/09/22 09:42:00;164;186,05;384;435,62;1914;2171,3;1230
El Atazar;2020/09/22 09:42:00;;1123,6;;1123,6;;1123,6;164
Pedrezuela;2020/09/22 09:42:00;;50,92;16;271,55;96;1629,33;1087
Santa María de la Alameda;2020/09/22 09:42:00;;79,74;;239,23;17;1355,66;1356
Arroyomolinos;2020/09/22 09:42:00;40;127,4;121;385,4;519;1653,08;151
